Rank,Symbol,Score,Signal,Price,Change%,Stop,TP,UpsideToTP%,DownsideToStop%,R/R,Regime,Sentiment,Momentum,Entry OK,HQ Signal
1381,HAIN,5,SELL,0.6809,0.0,0.64,0.78,14.55,-6.01,2.6,Volatile,Neutral,neutral,No,No
1382,ABVE,5,SELL,0.59,0.0,0.54,0.71,20.34,-8.47,2.6,Volatile,Neutral,neutral,No,No
1383,ORIS,5,SELL,0.411,0.0,0.39,0.45,9.49,-5.11,2.6,Volatile,Neutral,neutral,No,No
1384,UXIN,5,SELL,2.725,0.0,2.66,2.89,6.06,-2.39,2.6,Volatile,Neutral,neutral,No,No
1385,UK,5,SELL,3.04,0.0,2.84,3.56,17.11,-6.58,2.6,Volatile,Neutral,neutral,No,No
1386,LBRDA,5,SELL,36.44,0.0,36.05,37.47,2.83,-1.07,2.6,Volatile,Neutral,neutral,No,No
1387,FOXX,5,SELL,4.5934,0.0,3.71,6.89,50.0,-19.23,2.6,Volatile,Neutral,neutral,No,No
1388,MNTK,5,SELL,1.35,0.0,1.32,1.44,6.67,-2.22,2.6,Volatile,Neutral,neutral,No,No
1389,BRO,4,SELL,56.785,0.0,56.18,58.35,2.76,-1.07,2.6,Volatile,Neutral,neutral,No,No
1390,RBLX,4,SELL,42.26,0.0,41.45,44.37,4.99,-1.92,2.6,Volatile,Neutral,neutral,No,No
1391,FRPT,4,SELL,53.41,0.0,52.18,56.6,5.97,-2.3,2.6,Volatile,Neutral,neutral,No,No
1392,LBGJ,4,SELL,0.94,-1.05,0.88,1.05,11.7,-6.38,2.6,Volatile,Neutral,neutral,No,No
1393,VMAR,4,SELL,0.91,7.06,0.85,0.97,6.59,-6.59,2.6,Volatile,Bearish,bearish,No,No
1394,WING,4,SELL,129.52,0.0,126.67,136.94,5.73,-2.2,2.6,Volatile,Neutral,neutral,No,No
1395,EXPO,4,SELL,61.2,0.0,60.42,63.23,3.32,-1.27,2.6,Volatile,Neutral,neutral,No,No
1396,CHSN,4,SELL,1.5,0.0,1.38,1.82,21.33,-8.0,2.6,Volatile,Neutral,neutral,No,No
1397,TDTH,4,SELL,1.84,0.0,1.75,2.07,12.5,-4.89,2.6,Volatile,Neutral,neutral,No,No
1398,WHLR,4,SELL,1.17,0.0,1.1,1.34,14.53,-5.98,2.6,Volatile,Bearish,bearish,No,No
1399,AMOD,4,SELL,0.2249,0.0,0.21,0.25,11.16,-6.63,2.6,Volatile,Neutral,neutral,No,No
1400,MCD,2,SELL,276.81,0.0,273.94,284.27,2.69,-1.04,2.6,Volatile,Neutral,neutral,No,No
1401,PODD,2,SELL,155.055,0.0,152.05,162.86,5.03,-1.94,2.6,Volatile,Neutral,neutral,No,No
1402,COO,2,SELL,59.725,0.0,59.1,61.35,2.72,-1.05,2.6,Volatile,Neutral,neutral,No,No
1403,TRMB,2,SELL,60.4,-2.34,59.34,62.69,3.79,-1.75,2.6,Volatile,Bearish,bearish,No,No
1404,ORGN,2,SELL,1.35,-4.93,1.31,1.47,8.89,-2.96,2.6,Volatile,Bearish,bearish,No,No
1405,PPC,2,SELL,29.51,0.0,29.2,30.33,2.78,-1.05,2.6,Volatile,Neutral,neutral,No,No
1406,ADMA,0,SELL,8.085,0.0,7.84,8.73,7.98,-3.03,2.6,Volatile,Neutral,neutral,No,No
1407,MAXN,0,SELL,0.7678,0.0,0.62,1.16,51.08,-19.25,2.6,Volatile,Bearish,bearish,No,No
1408,MZTI,0,SELL,114.11,0.0,112.67,117.84,3.27,-1.26,2.6,Volatile,Neutral,neutral,No,No
1409,TWG,0,SELL,3.13,0.0,2.95,3.6,15.02,-5.75,2.6,Volatile,Bearish,bearish,No,No
